0.0046	0	0	0	0	0	0	0	0	0	-7.4045	-6.3276	1.1709
0	0	0	-0	-0.2121	0.0671	-0.3325	0	0	-0	-0.1847	-0.1379	0.3269
0	-0.1464	-0.5794	-0.454	0.2718	-0.0639	0.0905	-0.3068	-0.7785	-0.6686	0.4593	-0.1858	0.2891
0.005	-0.1457	-0.5806	-0.4539	0.2716	-0.0639	0.0912	-0.2776	-0.752	-0.6349	0.4632	-0.1852	0.2866
0.01	-0.138	-0.5733	-0.445	0.2712	-0.0638	0.093	-0.2352	-0.7102	-0.5887	0.4714	-0.1837	0.2808
0.015	-0.1259	-0.558	-0.4291	0.2711	-0.0635	0.0946	-0.1919	-0.6609	-0.5402	0.4819	-0.1808	0.2724
0.02	-0.1129	-0.5379	-0.4099	0.2716	-0.0626	0.0947	-0.1554	-0.6113	-0.495	0.493	-0.1763	0.262
0.025	-0.1008	-0.5141	-0.389	0.2732	-0.0611	0.0927	-0.1293	-0.5686	-0.4571	0.5036	-0.1704	0.2505
0.03	-0.0896	-0.487	-0.3666	0.2756	-0.0588	0.0885	-0.1128	-0.5354	-0.4262	0.5135	-0.1633	0.2382
0.035	-0.079	-0.4565	-0.3426	0.2788	-0.0556	0.0823	-0.1021	-0.509	-0.3996	0.5231	-0.1551	0.225
0.04	-0.0684	-0.4225	-0.3166	0.2822	-0.0519	0.0749	-0.0928	-0.4836	-0.3735	0.5327	-0.1459	0.2103
0.045	-0.0575	-0.3848	-0.2888	0.2855	-0.0476	0.0669	-0.082	-0.4532	-0.3449	0.5428	-0.1356	0.1936
0.05	-0.0464	-0.3433	-0.2593	0.2886	-0.0431	0.0588	-0.0686	-0.4135	-0.3121	0.5532	-0.1241	0.1744
0.055	-0.0356	-0.2984	-0.2284	0.2914	-0.0384	0.0508	-0.0533	-0.3635	-0.2752	0.5638	-0.1115	0.1526
0.06	-0.0256	-0.2504	-0.1968	0.2937	-0.0336	0.0429	-0.038	-0.3044	-0.2355	0.5739	-0.0977	0.1287
0.065	-0.017	-0.2002	-0.1648	0.2957	-0.0287	0.0348	-0.0243	-0.2395	-0.1947	0.5828	-0.0829	0.103
0.07	-0.01	-0.1485	-0.1327	0.2974	-0.0236	0.0266	-0.0135	-0.1726	-0.1541	0.59	-0.0674	0.0763
0.075	-0.0048	-0.0962	-0.1008	0.2987	-0.0184	0.0178	-0.0059	-0.1068	-0.1146	0.5952	-0.0515	0.0491
0.08	-0.0014	-0.0438	-0.0693	0.2995	-0.013	0.0087	-0.0014	-0.0437	-0.0767	0.5984	-0.0354	0.022
0.085	0.0003	0.0083	-0.0381	0.2999	-0.0074	-0.0006	0.0006	0.0163	-0.0403	0.5996	-0.0194	-0.0048
0.09	0.0003	0.0596	-0.0074	0.2998	-0.0019	-0.01	0.0004	0.0738	-0.005	0.599	-0.0036	-0.031
0.095	-0.0011	0.1097	0.0228	0.2992	0.0036	-0.0193	-0.0016	0.1297	0.0295	0.5968	0.0118	-0.0565
0.1	-0.004	0.1584	0.0524	0.2982	0.0088	-0.0281	-0.0055	0.1846	0.0635	0.5929	0.0267	-0.0812
0.105	-0.0081	0.2051	0.0812	0.2968	0.0138	-0.0364	-0.0112	0.2385	0.0971	0.5877	0.041	-0.1047
0.11	-0.0134	0.2494	0.1091	0.2952	0.0185	-0.0441	-0.0186	0.2907	0.1304	0.5812	0.0544	-0.127
0.115	-0.0196	0.291	0.136	0.2934	0.0228	-0.0511	-0.0275	0.3405	0.1629	0.5739	0.067	-0.1477
0.12	-0.0265	0.3294	0.1614	0.2915	0.0268	-0.0576	-0.0375	0.3867	0.1944	0.5661	0.0784	-0.1665
0.125	-0.0338	0.3643	0.1852	0.2895	0.0303	-0.0634	-0.0483	0.4287	0.2242	0.5581	0.0887	-0.1834
0.13	-0.0412	0.3953	0.2069	0.2876	0.0334	-0.0685	-0.0593	0.4658	0.2517	0.5502	0.0977	-0.1982
0.135	-0.0483	0.4223	0.2263	0.2858	0.0362	-0.0729	-0.0699	0.4977	0.2765	0.5429	0.1055	-0.2109
0.14	-0.0548	0.445	0.2431	0.2841	0.0384	-0.0767	-0.0797	0.5244	0.2981	0.5363	0.1119	-0.2214
0.145	-0.0604	0.4633	0.2569	0.2828	0.0403	-0.0797	-0.0882	0.5457	0.3159	0.5307	0.1171	-0.2297
0.15	-0.0649	0.4771	0.2675	0.2817	0.0416	-0.0819	-0.0949	0.5619	0.3297	0.5264	0.1209	-0.236
0.155	-0.068	0.4863	0.2747	0.281	0.0425	-0.0834	-0.0997	0.5728	0.3392	0.5234	0.1235	-0.2402
0.16	-0.0696	0.491	0.2783	0.2806	0.0429	-0.0841	-0.1022	0.5784	0.344	0.5219	0.1247	-0.2423
0.165	-0.0696	0.4911	0.2782	0.2806	0.0429	-0.0841	-0.1024	0.5788	0.3441	0.5218	0.1247	-0.2423
0.17	-0.068	0.4867	0.2745	0.281	0.0424	-0.0833	-0.1	0.5738	0.3394	0.5233	0.1234	-0.2403
0.175	-0.065	0.4778	0.2674	0.2817	0.0415	-0.0819	-0.0954	0.5635	0.3301	0.5262	0.1208	-0.2363
0.18	-0.0606	0.4645	0.2569	0.2828	0.0401	-0.0797	-0.0887	0.548	0.3165	0.5304	0.117	-0.2303
0.185	-0.0551	0.4469	0.2434	0.2841	0.0384	-0.0768	-0.0804	0.5273	0.299	0.5358	0.1119	-0.2222
0.19	-0.0488	0.4253	0.2272	0.2856	0.0362	-0.0733	-0.0708	0.5017	0.2781	0.5421	0.1057	-0.2122
0.195	-0.042	0.3998	0.2085	0.2874	0.0336	-0.0691	-0.0606	0.4715	0.2543	0.5492	0.0983	-0.2003
0.2	-0.035	0.3708	0.1879	0.2892	0.0306	-0.0643	-0.0501	0.4369	0.2282	0.5566	0.0898	-0.1865
0.205	-0.028	0.3384	0.1656	0.2911	0.0273	-0.0589	-0.0399	0.3985	0.2003	0.5642	0.0802	-0.1709
0.21	-0.0214	0.3031	0.1418	0.2929	0.0236	-0.0529	-0.0303	0.3566	0.171	0.5716	0.0696	-0.1537
0.215	-0.0154	0.2652	0.117	0.2947	0.0197	-0.0464	-0.0217	0.3117	0.1408	0.5787	0.0582	-0.135
0.22	-0.0101	0.225	0.0914	0.2962	0.0155	-0.0395	-0.0142	0.2643	0.1099	0.585	0.0459	-0.1149
0.225	-0.0058	0.1829	0.0652	0.2976	0.0111	-0.0322	-0.0081	0.2147	0.0786	0.5904	0.0331	-0.0937
0.23	-0.0026	0.1394	0.0385	0.2987	0.0065	-0.0246	-0.0036	0.1635	0.047	0.5946	0.0197	-0.0716
0.235	-0.0005	0.0949	0.0116	0.2994	0.0018	-0.0168	-0.0007	0.1112	0.0153	0.5977	0.006	-0.0488
0.24	0.0004	0.0498	-0.0154	0.2998	-0.003	-0.0088	0.0006	0.0583	-0.0164	0.5993	-0.0079	-0.0257
0.245	0.0001	0.0045	-0.0424	0.2999	-0.0078	-0.0008	0.0001	0.0052	-0.0481	0.5995	-0.0218	-0.0023
0.25	-0.0014	-0.0404	-0.0693	0.2996	-0.0125	0.0071	-0.002	-0.0476	-0.0796	0.5984	-0.0356	0.0208
0.255	-0.0042	-0.0847	-0.0959	0.2989	-0.0172	0.015	-0.0057	-0.0994	-0.1109	0.5958	-0.0491	0.0436
0.26	-0.008	-0.1278	-0.122	0.298	-0.0217	0.0226	-0.0109	-0.15	-0.1418	0.5921	-0.0621	0.0657
0.265	-0.0127	-0.1694	-0.1476	0.2967	-0.026	0.0299	-0.0175	-0.1987	-0.1722	0.5872	-0.0746	0.0869
0.27	-0.0184	-0.2091	-0.1724	0.2953	-0.0301	0.0369	-0.0254	-0.2453	-0.2019	0.5814	-0.0864	0.107
0.275	-0.0247	-0.2466	-0.1963	0.2936	-0.0339	0.0434	-0.0342	-0.2891	-0.2308	0.575	-0.0974	0.1258
0.28	-0.0314	-0.2814	-0.2191	0.2919	-0.0374	0.0494	-0.0438	-0.33	-0.2586	0.5681	-0.1074	0.1431
0.285	-0.0385	-0.3134	-0.2404	0.2901	-0.0406	0.0549	-0.0539	-0.3675	-0.285	0.561	-0.1165	0.1588
0.29	-0.0456	-0.3422	-0.2602	0.2884	-0.0435	0.0598	-0.0641	-0.4013	-0.3096	0.5541	-0.1246	0.1728
0.295	-0.0524	-0.3676	-0.278	0.2867	-0.046	0.0641	-0.0741	-0.4311	-0.3322	0.5474	-0.1317	0.185
0.3	-0.0587	-0.3895	-0.2937	0.2852	-0.0481	0.0678	-0.0834	-0.4568	-0.3522	0.5413	-0.1376	0.1954
0.305	-0.0643	-0.4076	-0.3069	0.2839	-0.0498	0.0708	-0.0918	-0.4782	-0.3693	0.536	-0.1425	0.204
0.31	-0.069	-0.4219	-0.3175	0.2828	-0.0511	0.0731	-0.0988	-0.495	-0.3831	0.5317	-0.1463	0.2107
0.315	-0.0725	-0.4322	-0.3252	0.282	-0.0521	0.0748	-0.1041	-0.5072	-0.3934	0.5285	-0.1491	0.2155
0.32	-0.0746	-0.4385	-0.33	0.2815	-0.0527	0.0759	-0.1074	-0.5148	-0.3997	0.5264	-0.1507	0.2184
0.325	-0.0754	-0.4409	-0.3317	0.2813	-0.0529	0.0762	-0.1087	-0.5176	-0.4021	0.5257	-0.1513	0.2195
0.33	-0.0748	-0.4392	-0.3304	0.2815	-0.0527	0.0759	-0.1078	-0.5158	-0.4004	0.5262	-0.1508	0.2187
0.335	-0.0729	-0.4336	-0.326	0.2819	-0.0521	0.075	-0.1049	-0.5093	-0.3948	0.528	-0.1493	0.2161
