0.0029	0	0	0	0	0	0	0	0	0	8.6089	-4.3662	1.7489
0	0	0	-0	0.0423	-0.0828	-0.389	-0	-0	0	-0.042	-0.2658	-0.2959
0	0.1615	0.6117	-0.5263	0.2608	-0.0751	-0.1083	0.2579	0.7179	-0.7147	0.4457	-0.2185	-0.2953
0.005	0.1655	0.6147	-0.5319	0.2611	-0.075	-0.1073	0.2431	0.703	-0.6845	0.448	-0.2167	-0.2939
0.01	0.1656	0.6078	-0.5268	0.2624	-0.0748	-0.1049	0.2392	0.6948	-0.6601	0.4525	-0.2129	-0.291
0.015	0.1595	0.5909	-0.5099	0.2644	-0.0741	-0.1014	0.2367	0.687	-0.6357	0.4592	-0.2074	-0.2861
0.02	0.1494	0.569	-0.4874	0.267	-0.0726	-0.0971	0.225	0.6705	-0.6017	0.4687	-0.2006	-0.2782
0.025	0.1351	0.5421	-0.4595	0.2701	-0.0701	-0.0924	0.2033	0.6431	-0.5608	0.4806	-0.1927	-0.267
0.03	0.1171	0.5096	-0.4266	0.2735	-0.0665	-0.0872	0.1743	0.6048	-0.5162	0.4945	-0.1836	-0.2524
0.035	0.0973	0.4716	-0.3901	0.2771	-0.062	-0.0815	0.1419	0.5562	-0.4697	0.5096	-0.1732	-0.2346
0.04	0.0776	0.4283	-0.3513	0.2808	-0.0568	-0.0751	0.11	0.4995	-0.4221	0.5254	-0.161	-0.2139
0.045	0.0594	0.3802	-0.3111	0.2846	-0.0512	-0.0676	0.0817	0.4377	-0.3733	0.5409	-0.1469	-0.1906
0.05	0.0436	0.3281	-0.2698	0.2883	-0.0452	-0.0591	0.0584	0.3738	-0.3228	0.5555	-0.1307	-0.1652
0.055	0.0304	0.2727	-0.2279	0.2917	-0.039	-0.0495	0.0401	0.3092	-0.2706	0.5686	-0.1127	-0.1381
0.06	0.0197	0.2147	-0.1854	0.2946	-0.0325	-0.039	0.0259	0.2445	-0.2173	0.5799	-0.0931	-0.1094
0.065	0.0112	0.1546	-0.1426	0.297	-0.0257	-0.0279	0.015	0.1787	-0.1639	0.5889	-0.0723	-0.0794
0.07	0.0049	0.093	-0.0999	0.2987	-0.0185	-0.0165	0.0068	0.1106	-0.1117	0.5953	-0.0509	-0.0482
0.075	0.001	0.0305	-0.0573	0.2997	-0.011	-0.005	0.0016	0.0399	-0.0615	0.5989	-0.0292	-0.0162
0.08	-0.0003	-0.0324	-0.0151	0.2999	-0.0034	0.0063	-0.0003	-0.0334	-0.0131	0.5997	-0.0075	0.0163
0.085	0.0011	-0.0949	0.0268	0.2993	0.0043	0.0173	0.0015	-0.1078	0.034	0.5975	0.0139	0.0486
0.09	0.0052	-0.1562	0.0683	0.2981	0.0119	0.028	0.0071	-0.1814	0.0809	0.5926	0.0348	0.0802
0.095	0.0118	-0.2154	0.1095	0.2962	0.0191	0.0382	0.0164	-0.2523	0.1283	0.5852	0.0549	0.1103
0.1	0.0207	-0.272	0.1501	0.2938	0.0259	0.0481	0.0288	-0.3192	0.1765	0.5756	0.0741	0.1387
0.105	0.0313	-0.3252	0.1899	0.2909	0.0321	0.0573	0.0439	-0.3812	0.2251	0.5644	0.0921	0.1648
0.11	0.0433	-0.3747	0.2285	0.2877	0.0379	0.0659	0.061	-0.4379	0.2733	0.5521	0.1086	0.1886
0.115	0.0564	-0.4199	0.2654	0.2844	0.043	0.0737	0.0798	-0.4895	0.3203	0.5392	0.1235	0.2098
0.12	0.0701	-0.4605	0.3001	0.2811	0.0476	0.0805	0.0998	-0.536	0.3651	0.5262	0.1366	0.2285
0.125	0.0839	-0.4961	0.332	0.278	0.0516	0.0864	0.1204	-0.5772	0.4067	0.5138	0.1478	0.2446
0.13	0.0972	-0.5265	0.3604	0.2751	0.055	0.0912	0.1408	-0.6129	0.4445	0.5023	0.1571	0.2581
0.135	0.1093	-0.5514	0.3848	0.2727	0.0577	0.0951	0.16	-0.6426	0.4773	0.4923	0.1646	0.269
0.14	0.1195	-0.5707	0.4044	0.2707	0.0598	0.098	0.1766	-0.666	0.5042	0.4841	0.1703	0.2773
0.145	0.1271	-0.5842	0.4185	0.2693	0.0613	0.1	0.1893	-0.6826	0.5242	0.4781	0.1742	0.2831
0.15	0.1316	-0.592	0.4267	0.2685	0.0621	0.1011	0.1971	-0.6924	0.5363	0.4745	0.1764	0.2864
0.155	0.1327	-0.594	0.4287	0.2683	0.0623	0.1013	0.1993	-0.6952	0.5398	0.4736	0.1769	0.2872
0.16	0.1304	-0.5902	0.4245	0.2688	0.0618	0.1007	0.1956	-0.6909	0.5345	0.4753	0.1758	0.2856
0.165	0.1248	-0.5807	0.4143	0.2698	0.0607	0.0992	0.1867	-0.6797	0.5205	0.4795	0.173	0.2816
0.17	0.1165	-0.5655	0.3984	0.2714	0.059	0.0969	0.1731	-0.6618	0.4985	0.4862	0.1685	0.2751
0.175	0.1059	-0.5448	0.3774	0.2735	0.0567	0.0937	0.156	-0.6373	0.4695	0.4949	0.1622	0.2661
0.18	0.0936	-0.5186	0.352	0.2761	0.0538	0.0895	0.1367	-0.6064	0.4347	0.5053	0.1542	0.2547
0.185	0.0804	-0.4874	0.3229	0.2789	0.0503	0.0845	0.1161	-0.5695	0.3956	0.5169	0.1444	0.2408
0.19	0.0668	-0.4513	0.2909	0.282	0.0463	0.0787	0.0954	-0.527	0.3533	0.5294	0.133	0.2244
0.195	0.0534	-0.4107	0.2565	0.2852	0.0417	0.072	0.0754	-0.4793	0.3091	0.5421	0.1199	0.2055
0.2	0.0407	-0.3661	0.2204	0.2883	0.0366	0.0645	0.0569	-0.4269	0.2636	0.5545	0.1052	0.1844
0.205	0.0292	-0.3179	0.1831	0.2913	0.031	0.0563	0.0405	-0.3703	0.2177	0.5663	0.0892	0.161
0.21	0.0193	-0.2666	0.145	0.294	0.0249	0.0475	0.0265	-0.3102	0.1717	0.5768	0.0719	0.1358
0.215	0.0112	-0.2128	0.1064	0.2963	0.0185	0.0381	0.0153	-0.2472	0.1258	0.5857	0.0536	0.1089
0.22	0.0052	-0.157	0.0675	0.2981	0.0118	0.0282	0.0071	-0.182	0.08	0.5926	0.0344	0.0807
0.225	0.0014	-0.1	0.0286	0.2993	0.0049	0.0181	0.0018	-0.1154	0.0344	0.5972	0.0147	0.0515
0.23	-0.0002	-0.0424	-0.0103	0.2999	-0.002	0.0078	-0.0003	-0.0482	-0.011	0.5995	-0.0053	0.0218
0.235	0.0004	0.0152	-0.0491	0.2998	-0.0089	-0.0025	0.0006	0.019	-0.0562	0.5993	-0.0252	-0.0079
0.24	0.0033	0.0723	-0.0875	0.2992	-0.0158	-0.0127	0.0045	0.0854	-0.1011	0.5967	-0.0449	-0.0373
0.245	0.0082	0.128	-0.1255	0.2979	-0.0224	-0.0227	0.0113	0.1502	-0.1458	0.5918	-0.064	-0.0659
0.25	0.0151	0.1819	-0.1629	0.2961	-0.0288	-0.0323	0.0207	0.213	-0.1901	0.5849	-0.0822	-0.0933
0.255	0.0237	0.2333	-0.1996	0.2939	-0.0348	-0.0413	0.0327	0.2729	-0.2339	0.5763	-0.0994	-0.1193
0.26	0.0338	0.2818	-0.2352	0.2913	-0.0404	-0.0498	0.0469	0.3294	-0.277	0.5663	-0.1153	-0.1434
0.265	0.045	0.3268	-0.2694	0.2886	-0.0455	-0.0576	0.0628	0.3819	-0.319	0.5554	-0.1298	-0.1655
0.27	0.057	0.3679	-0.3019	0.2857	-0.0501	-0.0646	0.0801	0.4299	-0.3596	0.5442	-0.1427	-0.1853
0.275	0.0692	0.4048	-0.3321	0.2829	-0.0542	-0.0708	0.098	0.4729	-0.3981	0.5329	-0.1541	-0.2028
0.28	0.0812	0.437	-0.3597	0.2802	-0.0577	-0.0762	0.1158	0.5106	-0.4338	0.5222	-0.1639	-0.2179
0.285	0.0923	0.4643	-0.3839	0.2778	-0.0606	-0.0807	0.1327	0.5426	-0.4659	0.5124	-0.1721	-0.2304
0.29	0.1022	0.4866	-0.4043	0.2757	-0.063	-0.0843	0.1479	0.5687	-0.4934	0.504	-0.1786	-0.2405
0.295	0.1102	0.5037	-0.4204	0.2741	-0.0647	-0.0871	0.1605	0.5887	-0.5154	0.4972	-0.1835	-0.2482
0.3	0.116	0.5154	-0.4317	0.2729	-0.0659	-0.0889	0.1697	0.6026	-0.5312	0.4924	-0.1869	-0.2534
