0.003	0	0	0	0	0	0	0	0	0	-4.2383	7.957	3.8678
0	0.0151	-0.0671	0.0408	0.0762	-0.2883	0.0326	0.0316	-0.0734	0.0029	-0.1185	0.2535	-0.1082
0	0.1144	-1.0415	0.5989	0.1574	0.0551	0.0897	1.7317	-1.5181	2.2429	0.1933	0.1579	0.2553
0.005	0.2859	-0.9355	0.7373	0.1575	0.0554	0.0896	0.8326	-1.1613	1.3513	0.1977	0.1582	0.255
0.01	0.3664	-0.8838	0.798	0.157	0.0564	0.09	0.759	-1.0312	1.2656	0.2039	0.1581	0.2547
0.015	0.3854	-0.8589	0.8037	0.1562	0.0576	0.0908	0.6891	-0.9822	1.1748	0.2118	0.1576	0.2542
0.02	0.3751	-0.8382	0.7833	0.1557	0.059	0.0919	0.6152	-0.9505	1.0768	0.2213	0.1568	0.2531
0.025	0.351	-0.8166	0.7512	0.1555	0.0602	0.0929	0.5392	-0.9199	0.9763	0.2318	0.1557	0.2509
0.03	0.3235	-0.7948	0.7168	0.1556	0.0611	0.0935	0.4615	-0.8841	0.8767	0.243	0.1542	0.2473
0.035	0.2974	-0.7737	0.6845	0.1561	0.0614	0.0935	0.3883	-0.8425	0.7865	0.2541	0.1524	0.2421
0.04	0.2729	-0.7529	0.6543	0.1574	0.0609	0.0926	0.3276	-0.8003	0.7151	0.2646	0.1503	0.2358
0.045	0.2486	-0.7307	0.6249	0.1596	0.0598	0.0906	0.2835	-0.7645	0.6669	0.274	0.1482	0.2288
0.05	0.2245	-0.7058	0.5954	0.1626	0.058	0.0874	0.2554	-0.7386	0.6405	0.2822	0.1459	0.2213
0.055	0.2012	-0.6776	0.5659	0.1662	0.0555	0.0831	0.2399	-0.7213	0.6302	0.2896	0.1436	0.2136
0.06	0.1797	-0.6464	0.5368	0.1702	0.0528	0.0779	0.2319	-0.7085	0.6279	0.2966	0.1409	0.2053
0.065	0.1601	-0.6126	0.5083	0.1742	0.0498	0.0722	0.226	-0.695	0.6251	0.3036	0.1378	0.1965
0.07	0.1421	-0.5763	0.4801	0.178	0.0468	0.0661	0.2175	-0.6767	0.6152	0.3113	0.134	0.1867
0.075	0.1249	-0.537	0.4513	0.1814	0.044	0.0599	0.2039	-0.6507	0.5942	0.3197	0.1295	0.176
0.08	0.1082	-0.4946	0.4216	0.1844	0.0415	0.054	0.184	-0.6149	0.561	0.3292	0.1243	0.164
0.085	0.0918	-0.4491	0.3906	0.1869	0.0393	0.0485	0.1584	-0.5681	0.5166	0.3394	0.1183	0.1508
0.09	0.0757	-0.4008	0.3588	0.1891	0.0375	0.0435	0.1289	-0.5098	0.4635	0.35	0.1114	0.136
0.095	0.0602	-0.3505	0.3268	0.191	0.0358	0.0388	0.0979	-0.4407	0.4054	0.3606	0.1038	0.1199
0.1	0.0457	-0.2988	0.2952	0.1925	0.0342	0.0345	0.0685	-0.3632	0.3466	0.3703	0.0955	0.1024
0.105	0.0325	-0.2465	0.2647	0.1939	0.0326	0.0301	0.0428	-0.2812	0.2911	0.3788	0.0867	0.084
0.11	0.021	-0.1941	0.2357	0.1952	0.0306	0.0256	0.0224	-0.1997	0.2418	0.3855	0.0777	0.0651
0.115	0.0115	-0.1421	0.2084	0.1964	0.0283	0.0205	0.0076	-0.1234	0.2008	0.3905	0.0688	0.0464
