rowLabel,gravity,mid_wrench,tip_wrench,seg1_s01,seg1_s02,seg1_s03,seg1_s04,seg1_s05,seg1_s06,seg1_s07,seg2_s01,seg2_s02,seg2_s03,seg2_s04,seg2_s05,seg2_s06,seg2_s07
Pz_s025,7.2201,-0.033,0.0659,0,-0,-0.0008,-0.0047,-0.0128,-0.0213,-0.0239,-0.0239,-0.0267,-0.038,-0.0568,-0.0786,-0.0953,-0.0998
EulX_s026,0,-0.0377,-0.021,-0,0,0.0002,0.0008,0.0018,0.0027,0.003,0.003,0.0023,-0.0019,-0.0124,-0.0278,-0.0409,-0.0446
EulY_s026,0,-0.0275,0.0384,0,-0.0004,-0.0021,-0.0045,-0.0071,-0.0092,-0.0098,-0.0098,-0.0083,0.0003,0.0232,0.0612,0.0978,0.1088
EulZ_s026,0,0.0376,-0.0411,-0,0.0357,0.1618,0.3075,0.4094,0.4552,0.464,0.464,0.4615,0.4466,0.4113,0.3626,0.323,0.3123
Px_s026,-1.7797,-0.1713,0.0698,0,0.0094,0.0459,0.0982,0.1486,0.1819,0.1903,0.1903,0.1987,0.2318,0.2807,0.3305,0.365,0.3739
Py_s026,6.4754,0.1772,0.1412,0,0.0002,0.0039,0.0166,0.0356,0.0511,0.0552,0.0552,0.0594,0.0756,0.098,0.1183,0.1306,0.1335
Pz_s026,-7.1511,-0.1711,0.2553,0,0,0,0.0002,0.0005,0.0008,0.0009,0.0009,0.001,0.0012,0.0005,-0.0019,-0.0051,-0.0061
EulX_s027,0,0.0297,-0.0554,-0,-0.0001,-0.0012,-0.0038,-0.0061,-0.0072,-0.0074,-0.0074,-0.0075,-0.0078,-0.008,-0.0078,-0.0073,-0.0072
EulY_s027,0,0.0198,-0.0109,0,0.0236,0.1063,0.2018,0.2715,0.3071,0.3148,0.3148,0.317,0.3232,0.3263,0.3239,0.3197,0.3184
EulZ_s027,0,-0.0482,0.0202,-0,0.0052,0.0207,0.0314,0.0315,0.0274,0.026,0.026,0.0341,0.0604,0.0854,0.0981,0.1019,0.1025
Px_s027,-3.258,0.201,0.2582,0,0.0094,0.0461,0.0992,0.1515,0.1867,0.1956,0.1956,0.2046,0.2394,0.2903,0.3411,0.3758,0.3847
Py_s027,7.5063,-0.1923,0.094,0,0,0.0005,0.002,0.0036,0.0047,0.0049,0.0049,0.0051,0.0068,0.0107,0.0155,0.0191,0.02
Pz_s027,-5.4108,-0.1123,-0.1204,0,-0.0001,-0.0025,-0.0109,-0.0237,-0.0342,-0.037,-0.037,-0.04,-0.0515,-0.0687,-0.0859,-0.0975,-0.1004
EulX_s028,0,0.028,0.0213,-0,0.0005,0.0127,0.058,0.1325,0.198,0.2164,0.2164,0.2233,0.2484,0.2795,0.3046,0.3191,0.3226
EulY_s028,0,-0.0356,0.0376,0,-0.0192,-0.0944,-0.2002,-0.2946,-0.3503,-0.3633,-0.3633,-0.3678,-0.3829,-0.3983,-0.4085,-0.4137,-0.4148
EulZ_s028,0,0.0393,0.0417,-0,0.0555,0.2611,0.531,0.767,0.9093,0.9432,0.9432,0.9631,1.035,1.1215,1.1856,1.2166,1.2229
Px_s028,-0.9107,-0.0208,-0.1679,0,0.0094,0.0455,0.0945,0.1359,0.1591,0.1644,0.1644,0.1695,0.188,0.2114,0.2314,0.2435,0.2465
Py_s028,-5.1772,0.283,0.2375,0,0.0003,0.0061,0.0267,0.0581,0.0838,0.0908,0.0908,0.0978,0.1262,0.1695,0.2142,0.2452,0.2531
Pz_s028,8.2827,-0.0974,0.0734,0,0.0001,0.0022,0.0101,0.0236,0.0358,0.0393,0.0393,0.0428,0.0571,0.0789,0.1013,0.1168,0.1209
EulX_s029,0,-0.0155,-0.0551,-0,0.0001,0.001,0.0035,0.0064,0.009,0.0098,0.0098,0.0066,-0.0056,-0.0218,-0.0348,-0.0413,-0.0426
EulY_s029,0,-0.0433,-0.0234,0,-0.0037,-0.0159,-0.0282,-0.0371,-0.0428,-0.0444,-0.0444,-0.0383,-0.0158,0.0123,0.0339,0.0446,0.0467
EulZ_s029,0,0.0386,0.0044,-0,0.0286,0.1325,0.2651,0.3825,0.4584,0.4776,0.4776,0.4856,0.5109,0.5341,0.5451,0.548,0.5484
Px_s029,-1.8324,0.2665,0.2173,0,0.0094,0.046,0.0987,0.1497,0.1832,0.1916,0.1916,0.1999,0.2322,0.2788,0.325,0.3564,0.3644
Py_s029,9.4649,-0.1071,0.1621,0,0.0001,0.0031,0.0138,0.031,0.046,0.0502,0.0502,0.0546,0.0722,0.0991,0.1267,0.1458,0.1507
Pz_s029,1.8148,-0.0866,-0.1285,0,0,0.0004,0.0016,0.0034,0.0048,0.0052,0.0052,0.0056,0.0065,0.0061,0.0043,0.0023,0.0017
EulX_s030,0,0.0412,0.0386,-0,0.0001,0.0023,0.0056,0.0034,-0.0027,-0.0049,-0.0049,-0.0075,-0.0176,-0.033,-0.0498,-0.0616,-0.0646
EulY_s030,0,0.0081,-0.0223,0,-0.0461,-0.2104,-0.407,-0.557,-0.6357,-0.6529,-0.6529,-0.6716,-0.7375,-0.8138,-0.869,-0.8964,-0.9022
EulZ_s030,0,-0.0428,-0.0402,-0,0.0059,0.0183,0.0069,-0.0401,-0.093,-0.1091,-0.1091,-0.1104,-0.1241,-0.1682,-0.2388,-0.3006,-0.3179
Px_s030,-3.2054,0.1729,-0.0663,0,0.0094,0.0458,0.0969,0.1445,0.1748,0.1823,0.1823,0.1896,0.2174,0.2554,0.2905,0.313,0.3185
Py_s030,6.7075,-0.0346,0.2253,0,0,0.0005,0.0013,0.0004,-0.002,-0.0029,-0.0029,-0.0039,-0.0079,-0.0146,-0.0238,-0.032,-0.0344
Pz_s030,6.4008,0.2427,0.1866,0,0.0002,0.005,0.0215,0.0466,0.0673,0.0729,0.0729,0.0786,0.1024,0.1399,0.1797,0.2076,0.2148
EulX_s031,0,0.0334,0.0477,-0,-0,-0.0008,-0.0035,-0.0077,-0.011,-0.0118,-0.0118,-0.0116,-0.0104,-0.0067,-0.0003,0.0055,0.0072
EulY_s031,0,-0.0417,0.033,0,-0.0152,-0.0728,-0.1509,-0.2189,-0.2582,-0.2671,-0.2671,-0.2654,-0.2548,-0.2284,-0.1878,-0.1511,-0.1405
EulZ_s031,0,0.0273,0.0155,-0,-0.0043,-0.0221,-0.0485,-0.0728,-0.0865,-0.0895,-0.0895,-0.0966,-0.1212,-0.1464,-0.1564,-0.1531,-0.1508
Px_s031,-3.9341,0.2573,-0.1616,0,0.0094,0.0461,0.0996,0.1524,0.188,0.197,0.197,0.206,0.2413,0.2931,0.3452,0.381,0.3902
Py_s031,4.5108,-0.1075,-0.1679,0,-0,-0.0005,-0.0024,-0.0056,-0.0085,-0.0093,-0.0093,-0.0101,-0.014,-0.0212,-0.0293,-0.035,-0.0364
Pz_s031,-7.7725,0.1106,0.189,0,0.0001,0.0017,0.0077,0.0177,0.0264,0.0288,0.0288,0.0313,0.0408,0.0536,0.0647,0.0709,0.0722
EulX_s032,0,0.026,0.0484,-0,-0,0.0004,0.0064,0.0234,0.043,0.049,0.049,0.0506,0.0587,0.0765,0.101,0.121,0.1264
EulY_s032,0,0.0411,-0.0012,0,-0.0012,0.0044,0.0393,0.1012,0.1561,0.1715,0.1715,0.1753,0.1924,0.2227,0.2571,0.2822,0.2888
EulZ_s032,0,0.0351,-0.0355,-0,-0.0211,-0.1028,-0.2147,-0.3112,-0.3649,-0.3768,-0.3768,-0.3974,-0.4725,-0.565,-0.636,-0.6715,-0.6788
Px_s032,-6.3491,-0.2227,-0.04,0,0.0094,0.0461,0.0992,0.151,0.1854,0.194,0.194,0.2026,0.2354,0.2811,0.3242,0.3523,0.3593
Py_s032,7.0152,0.0357,-0.2973,0,-0.0001,-0.0024,-0.0109,-0.025,-0.037,-0.0404,-0.0404,-0.0438,-0.059,-0.0851,-0.1145,-0.1359,-0.1415
Pz_s032,2.5909,0.1979,-0.0059,0,0,-0,-0.0011,-0.0048,-0.0096,-0.0112,-0.0112,-0.0129,-0.0198,-0.0312,-0.0443,-0.0545,-0.0573
EulX_s033,0,-0.0376,-0.0322,-0,0.0008,0.019,0.0835,0.1809,0.2533,0.2708,0.2708,0.288,0.3539,0.4395,0.5057,0.5387,0.5456
EulY_s033,0,-0.0357,-0.0381,0,-0.0526,-0.2429,-0.4705,-0.6318,-0.7038,-0.7176,-0.7176,-0.7301,-0.7694,-0.805,-0.8228,-0.8287,-0.8296
EulZ_s033,0,-0.0303,0.0334,-0,0.0318,0.1602,0.3661,0.5924,0.7481,0.7864,0.7864,0.8214,0.9531,1.1263,1.2739,1.3608,1.3814
Px_s033,-6.0731,-0.2502,-0.1299,0,0.0094,0.0455,0.094,0.1345,0.157,0.1621,0.1621,0.167,0.184,0.2031,0.2164,0.2226,0.2239
Py_s033,6.0184,-0.1067,0.1734,0,0.0001,0.0036,0.0165,0.0377,0.0562,0.0613,0.0613,0.0666,0.0887,0.124,0.1622,0.1897,0.1969
Pz_s033,4.8096,-0.1265,0.2075,0,0.0002,0.0057,0.0247,0.0529,0.0753,0.0812,0.0812,0.0873,0.1113,0.147,0.1825,0.2062,0.2121
EulX_s034,0,-0.0037,0.0587,-0,-0.0002,-0.0047,-0.0211,-0.0471,-0.0684,-0.0741,-0.0741,-0.0756,-0.0803,-0.0824,-0.0754,-0.0636,-0.0595
EulY_s034,0,-0.0286,-0.0063,0,-0.0284,-0.1323,-0.2626,-0.366,-0.4207,-0.4326,-0.4326,-0.4356,-0.4445,-0.448,-0.4382,-0.4228,-0.4177
EulZ_s034,0,-0.0526,-0.0108,-0,-0.0142,-0.0743,-0.1773,-0.2997,-0.3944,-0.42,-0.42,-0.431,-0.4742,-0.5358,-0.5919,-0.6252,-0.6329
Px_s034,5.634,0.1349,0.0311,0,0.0094,0.046,0.0983,0.148,0.1799,0.1877,0.1877,0.1955,0.2254,0.2679,0.3089,0.3363,0.3433
Py_s034,4.0503,0.0652,-0.1347,0,-0.0001,-0.0017,-0.0082,-0.0203,-0.0319,-0.0354,-0.0354,-0.039,-0.0539,-0.0782,-0.1054,-0.1255,-0.1308
Pz_s034,-6.9346,0.2599,0.2662,0,0.0001,0.0031,0.0138,0.0305,0.0445,0.0483,0.0483,0.0522,0.0675,0.0899,0.1117,0.1257,0.1292
EulX_s035,0,-0.0122,0.0294,-0,0,0,0.0001,0,-0.0001,-0.0001,-0.0001,-0.0002,-0.0007,-0.0037,-0.0104,-0.0176,-0.0198
EulY_s035,0,0.029,0.0409,0,-0.0124,-0.0506,-0.076,-0.0657,-0.0382,-0.0285,-0.0285,-0.0261,-0.0134,0.014,0.0509,0.081,0.0893
EulZ_s035,0,-0.0511,0.0326,-0,0.0002,0.0017,0.0046,0.0057,0.0041,0.0032,0.0032,0.0162,0.0676,0.1423,0.2125,0.2556,0.2658
Px_s035,2.9348,0.119,-0.2119,0,0.0094,0.0461,0.0999,0.1536,0.1903,0.1997,0.1997,0.209,0.2458,0.2993,0.3522,0.3879,0.397
Py_s035,-9.3063,0.1398,0.1404,0,0,0,0.0002,0.0005,0.0007,0.0007,0.0007,0.0008,0.0023,0.008,0.0175,0.026,0.0284
Pz_s035,1.0076,0.2373,0.1594,0,0.0001,0.0013,0.0048,0.0088,0.0108,0.0111,0.0111,0.0113,0.0121,0.0121,0.0103,0.0079,0.0071
EulX_s036,0,0.0211,-0.0299,-0,0,0.0002,0.0002,-0.0006,-0.0016,-0.0018,-0.0018,-0.0024,-0.0046,-0.0072,-0.0085,-0.008,-0.0076
EulY_s036,0,-0.0115,0.039,0,0.0124,0.0548,0.101,0.1313,0.1444,0.147,0.147,0.1528,0.1768,0.2163,0.263,0.3002,0.3106
EulZ_s036,0,0.055,-0.0344,-0,-0.0027,-0.0055,0.0116,0.0514,0.0904,0.1017,0.1017,0.0977,0.0804,0.0489,0.0059,-0.0324,-0.0436
Px_s036,2.0249,-0.0149,0.1958,0,0.0094,0.0461,0.0998,0.1532,0.1896,0.1988,0.1988,0.208,0.2442,0.2969,0.3492,0.3845,0.3934
Py_s036,-7.9795,-0.2468,0.2022,0,-0,-0.0002,-0.0001,0.0015,0.004,0.0049,0.0049,0.0059,0.0091,0.0126,0.014,0.0134,0.0131
Pz_s036,-5.3351,-0.1698,0.1039,0,-0.0001,-0.0013,-0.0056,-0.0119,-0.017,-0.0183,-0.0183,-0.0197,-0.0257,-0.0362,-0.049,-0.0592,-0.062
EulX_s037,0,0.0317,-0.0314,-0,-0.0002,-0.0039,-0.0143,-0.0257,-0.0323,-0.0337,-0.0337,-0.0369,-0.0501,-0.0705,-0.0911,-0.1048,-0.1082
EulY_s037,0,0.0419,-0.0508,0,-0.0346,-0.1552,-0.2918,-0.3875,-0.433,-0.4424,-0.4424,-0.4635,-0.5415,-0.6444,-0.737,-0.7959,-0.8106
EulZ_s037,0,0.0289,0.0056,-0,-0.011,-0.0505,-0.0968,-0.1264,-0.1347,-0.1351,-0.1351,-0.1395,-0.1545,-0.1682,-0.1692,-0.1608,-0.1573
Px_s037,4.5494,0.0553,0.0755,0,0.0094,0.0459,0.0982,0.1486,0.182,0.1904,0.1904,0.1988,0.2306,0.2746,0.3155,0.3416,0.3481
Py_s037,5.4594,-0.2277,-0.2222,0,-0.0001,-0.0012,-0.0051,-0.0108,-0.0152,-0.0163,-0.0163,-0.0175,-0.0221,-0.029,-0.0353,-0.0389,-0.0397
Pz_s037,6.7627,0.1873,0.187,0,0.0002,0.0037,0.0158,0.0339,0.0486,0.0526,0.0526,0.0567,0.0745,0.1047,0.1391,0.1648,0.1715
EulX_s038,0,0.0427,-0.0228,-0,0.0003,0.0066,0.0232,0.0403,0.0493,0.0511,0.0511,0.0458,0.0229,-0.0168,-0.0627,-0.097,-0.1061
EulY_s038,0,-0.0416,0.0555,0,-0.0205,-0.0911,-0.168,-0.2172,-0.2373,-0.2409,-0.2409,-0.2306,-0.1886,-0.1233,-0.0538,-0.0039,0.0091
EulZ_s038,0,-0.0072,0.0003,-0,0.0321,0.1452,0.2794,0.3824,0.4381,0.4507,0.4507,0.4649,0.5133,0.5645,0.5958,0.6076,0.6096
Px_s038,2.5497,0.1981,0.0134,0,0.0094,0.0459,0.098,0.1479,0.1807,0.189,0.189,0.1972,0.2289,0.2745,0.3193,0.3496,0.3573
Py_s038,6.6226,-0.0411,0.2981,0,0.0002,0.0035,0.0148,0.0321,0.0464,0.0504,0.0504,0.0544,0.0715,0.0992,0.1289,0.1497,0.155
Pz_s038,6.7732,0.2215,0.0308,0,0.0001,0.0022,0.0093,0.0197,0.028,0.0302,0.0302,0.0323,0.0397,0.047,0.0498,0.049,0.0484
EulX_s039,0,-0.0387,0.0307,-0,0.0002,0.0038,0.0159,0.0342,0.0495,0.0537,0.0537,0.0564,0.0684,0.0891,0.1113,0.1258,0.1292
EulY_s039,0,-0.0334,-0.0038,0,-0.0254,-0.1198,-0.2442,-0.3534,-0.4199,-0.4359,-0.4359,-0.4457,-0.4833,-0.5353,-0.5804,-0.6057,-0.6113
EulZ_s039,0,-0.0315,0.0514,-0,0.0133,0.0624,0.1281,0.1897,0.2309,0.2414,0.2414,0.254,0.3015,0.366,0.4247,0.4611,0.4699
Px_s039,6.6254,0.2145,0.0466,0,0.0094,0.046,0.0987,0.1494,0.1827,0.191,0.191,0.1992,0.2309,0.2752,0.3174,0.3449,0.3518
Py_s039,0.6009,0.0441,0.0951,0,0.0001,0.0015,0.0065,0.0146,0.0218,0.0237,0.0237,0.0258,0.0349,0.0506,0.0686,0.0821,0.0856
Pz_s039,-7.2097,0.205,0.2807,0,0.0001,0.0028,0.0126,0.0285,0.0424,0.0463,0.0463,0.0503,0.0667,0.0929,0.1211,0.1414,0.1467
EulX_s040,0,0.0419,-0.0541,-0,0.0001,0.0012,0.0046,0.0096,0.0135,0.0146,0.0146,0.0153,0.0188,0.0249,0.0311,0.035,0.036
EulY_s040,0,0.0196,0.0259,0,0.0194,0.0914,0.1877,0.2767,0.3355,0.3504,0.3504,0.359,0.3888,0.4219,0.4456,0.4581,0.4609
EulZ_s040,0,0.0382,-0.0003,-0,-0.0055,-0.0246,-0.0461,-0.0606,-0.0671,-0.0683,-0.0683,-0.0828,-0.1358,-0.2033,-0.2594,-0.2916,-0.2991
Px_s040,6.8573,-0.1996,0.1906,0,0.0094,0.0461,0.0993,0.1516,0.1866,0.1954,0.1954,0.2042,0.2382,0.287,0.3345,0.3663,0.3744
Py_s040,-2.2598,0.1207,-0.2034,0,-0,-0.0006,-0.0025,-0.0053,-0.0075,-0.0081,-0.0081,-0.0088,-0.0126,-0.0213,-0.033,-0.0425,-0.0451
Pz_s040,-6.6413,0.1886,-0.1108,0,-0.0001,-0.0021,-0.0097,-0.0221,-0.0332,-0.0363,-0.0363,-0.0396,-0.053,-0.0742,-0.0966,-0.1123,-0.1164
EulX_s041,0,-0.0249,-0.0219,-0,-0,-0.0003,-0.0014,-0.0029,-0.0044,-0.0048,-0.0048,-0.0047,-0.0047,-0.0061,-0.0116,-0.0189,-0.0214
EulY_s041,0,0.0323,0.0154,0,0.0139,0.0632,0.123,0.173,0.2045,0.2124,0.2124,0.2114,0.2102,0.2177,0.2374,0.2584,0.2648
EulZ_s041,0,-0.044,0.0537,-0,0.0022,0.0107,0.0241,0.0393,0.0513,0.0546,0.0546,0.0709,0.1326,0.2184,0.2995,0.3529,0.3663
Px_s041,7.739,0.2217,0.2508,0,0.0094,0.0461,0.0997,0.1529,0.189,0.1982,0.1982,0.2073,0.2431,0.2949,0.3456,0.3794,0.3879
Py_s041,-1.0743,-0.1515,0.1356,0,0,0.0002,0.0012,0.0029,0.0045,0.005,0.005,0.0056,0.0093,0.0186,0.0323,0.044,0.0472
Pz_s041,-5.9321,-0.1339,0.0933,0,-0.0001,-0.0015,-0.0066,-0.0145,-0.0214,-0.0234,-0.0234,-0.0254,-0.033,-0.0443,-0.0561,-0.0648,-0.0671
EulX_s042,0,-0.0565,0.0005,-0,-0.0005,-0.0106,-0.0484,-0.1128,-0.1722,-0.1894,-0.1894,-0.2034,-0.2642,-0.3683,-0.4832,-0.5616,-0.581
EulY_s042,0,-0.0034,-0.0357,0,-0.0376,-0.1828,-0.3849,-0.5691,-0.6818,-0.7086,-0.7086,-0.7287,-0.8009,-0.8868,-0.9494,-0.9797,-0.9861
EulZ_s042,0,-0.02,-0.0482,-0,-0.0241,-0.1142,-0.2389,-0.3615,-0.4466,-0.4686,-0.4686,-0.4943,-0.5987,-0.7593,-0.9215,-1.0268,-1.0522
Px_s042,-0.2751,0.131,-0.2134,0,0.0094,0.0458,0.0965,0.1421,0.1695,0.176,0.176,0.1822,0.2049,0.2327,0.2544,0.2662,0.2688
Py_s042,8.2914,-0.0949,-0.1192,0,-0.0001,-0.0026,-0.0117,-0.0256,-0.0371,-0.0403,-0.0403,-0.0434,-0.057,-0.0794,-0.1041,-0.122,-0.1267
Pz_s042,-5.2358,0.2526,0.1739,0,0.0002,0.0042,0.0194,0.0442,0.0658,0.0719,0.0719,0.0781,0.1037,0.1439,0.1865,0.2164,0.2241
EulX_s043,0,-0.0002,0.0408,-0,-0.0003,-0.0049,-0.0144,-0.0179,-0.0142,-0.0124,-0.0124,-0.0068,0.0161,0.0525,0.0919,0.1203,0.1278
EulY_s043,0,0.0249,-0.0385,0,0.0126,0.0527,0.0859,0.0939,0.0879,0.0852,0.0852,0.0768,0.0424,-0.0138,-0.0773,-0.1251,-0.1379
EulZ_s043,0,0.0546,-0.0213,-0,0.0428,0.1944,0.3732,0.5067,0.5752,0.5901,0.5901,0.5891,0.5823,0.5658,0.5434,0.5254,0.5206
Px_s043,4.1531,-0.135,0.2254,0,0.0094,0.0458,0.0973,0.1457,0.177,0.1848,0.1848,0.1926,0.2232,0.2684,0.3141,0.3455,0.3536
Py_s043,8.099,0.2409,0.1927,0,0.0002,0.0046,0.0198,0.0429,0.0618,0.0669,0.0669,0.0721,0.0925,0.1218,0.1499,0.1682,0.1727
Pz_s043,-3.6597,-0.1172,-0.0453,0,-0.0001,-0.0013,-0.0051,-0.01,-0.0132,-0.0139,-0.0139,-0.0146,-0.0164,-0.016,-0.0119,-0.0068,-0.0051
EulX_s044,0,-0.0189,-0.0157,-0,0,0.0004,-0.0006,-0.006,-0.0137,-0.0162,-0.0162,-0.0144,-0.0066,0.0081,0.0284,0.0464,0.0517
EulY_s044,0,-0.0357,0.0538,0,0.003,0.0093,0.0043,-0.0154,-0.0359,-0.0419,-0.0419,-0.0379,-0.0211,0.0083,0.0454,0.0762,0.0849
EulZ_s044,0,-0.0444,-0.0214,-0,-0.0204,-0.0982,-0.2083,-0.3173,-0.3931,-0.4129,-0.4129,-0.4204,-0.4472,-0.4819,-0.5161,-0.542,-0.5492
Px_s044,-3.6011,0.0035,0.2304,0,0.0094,0.0461,0.0993,0.1512,0.1857,0.1943,0.1943,0.2029,0.2362,0.2844,0.3316,0.3633,0.3713
Py_s044,-7.874,0.2663,-0.0763,0,-0.0001,-0.0023,-0.0105,-0.0245,-0.0373,-0.0409,-0.0409,-0.0447,-0.0602,-0.0843,-0.11,-0.1285,-0.1333
Pz_s044,-4.6117,-0.138,0.1763,0,-0,-0.0003,-0.0007,-0.0004,0.0006,0.0009,0.0009,0.0013,0.0025,0.0028,0.0011,-0.0015,-0.0024
EulX_s045,0,-0.0326,0.0382,-0,0.0002,0.004,0.0151,0.0289,0.0387,0.0411,0.0411,0.0424,0.0469,0.0511,0.0525,0.0523,0.0522
EulY_s045,0,-0.0259,0.0102,0,-0.0149,-0.0694,-0.1398,-0.2037,-0.2464,-0.2574,-0.2574,-0.2634,-0.2835,-0.3034,-0.3113,-0.3093,-0.3078
EulZ_s045,0,-0.0432,-0.0451,-0,0.026,0.1114,0.1913,0.2208,0.2138,0.2086,0.2086,0.2108,0.2102,0.1848,0.1318,0.081,0.0663
Px_s045,7.0737,0.0987,-0.0253,0,0.0094,0.046,0.0989,0.1508,0.1857,0.1946,0.1946,0.2035,0.2381,0.2886,0.3393,0.3741,0.383
Py_s045,6.2632,0.257,0.2647,0,0.0001,0.0027,0.011,0.022,0.0298,0.0316,0.0316,0.0335,0.0408,0.0507,0.0584,0.0618,0.0623
Pz_s045,2.6404,-0.1192,0.1388,0,0.0001,0.0016,0.0073,0.0166,0.0248,0.0272,0.0272,0.0296,0.0397,0.0555,0.0721,0.0835,0.0863
EulX_s046,0,0.0427,0.0033,-0,-0,-0.0008,-0.0011,0.0035,0.0116,0.0145,0.0145,0.0093,-0.0114,-0.0406,-0.0659,-0.0796,-0.0825
EulY_s046,0,-0.0361,0.0227,0,0.0026,0.0099,0.0116,0.0018,-0.0116,-0.0159,-0.0159,-0.0084,0.019,0.0526,0.0773,0.0888,0.0911
EulZ_s046,0,0.0217,0.0554,-0,0.0374,0.1741,0.348,0.4951,0.5827,0.6036,0.6036,0.6183,0.6749,0.7569,0.8408,0.9006,0.9163
Px_s046,-6.5228,0.1521,0.2135,0,0.0094,0.0459,0.0978,0.1469,0.1784,0.1862,0.1862,0.1939,0.2232,0.2638,0.3013,0.3249,0.3306
Py_s046,1.3884,0.2383,0.1268,0,0.0002,0.0041,0.0181,0.0402,0.0591,0.0643,0.0643,0.0697,0.0919,0.1272,0.1655,0.1934,0.2008
Pz_s046,7.1946,-0.1004,-0.1683,0,-0,-0.0003,-0.0009,-0.0012,-0.001,-0.0008,-0.0008,-0.0006,-0.0008,-0.0032,-0.0078,-0.0118,-0.0129
EulX_s047,0,-0.0482,-0.028,-0,0.0003,0.007,0.0288,0.0584,0.0793,0.0845,0.0845,0.0909,0.115,0.1486,0.1819,0.2057,0.212
EulY_s047,0,0.0016,0.0521,0,0.0362,0.1643,0.3133,0.421,0.4736,0.4846,0.4846,0.4979,0.5457,0.6057,0.6575,0.6901,0.6982
EulZ_s047,0,-0.0357,0.01,-0,-0.0176,-0.0886,-0.198,-0.3094,-0.3825,-0.4004,-0.4004,-0.4042,-0.4226,-0.4577,-0.5011,-0.5349,-0.544
Px_s047,-3.8816,-0.0839,0.2114,0,0.0094,0.0459,0.0975,0.1461,0.1772,0.1849,0.1849,0.1926,0.2217,0.2626,0.3011,0.3261,0.3323
Py_s047,6.5198,-0.2869,-0.1285,0,-0.0001,-0.002,-0.0094,-0.0221,-0.0335,-0.0368,-0.0368,-0.0401,-0.053,-0.0722,-0.0921,-0.1061,-0.1097
Pz_s047,-6.2179,-0.025,-0.1698,0,-0.0002,-0.0039,-0.0168,-0.0362,-0.0521,-0.0563,-0.0563,-0.0607,-0.0789,-0.1083,-0.1402,-0.1633,-0.1693
EulX_s048,0,0.0134,0.0048,-0,-0.0006,-0.0124,-0.0492,-0.0947,-0.1211,-0.1263,-0.1263,-0.1275,-0.1279,-0.1157,-0.0883,-0.0619,-0.0543
EulY_s048,0,-0.0392,0.055,0,-0.0439,-0.2005,-0.3834,-0.5083,-0.5604,-0.5695,-0.5695,-0.5714,-0.5721,-0.5564,-0.5239,-0.4935,-0.4848
EulZ_s048,0,0.0434,-0.0235,-0,-0.026,-0.1243,-0.2595,-0.3793,-0.4452,-0.4591,-0.4591,-0.4769,-0.5381,-0.6031,-0.6419,-0.6558,-0.658
Px_s048,-7.7847,-0.2655,-0.2495,0,0.0094,0.0457,0.0961,0.1421,0.171,0.1782,0.1782,0.1852,0.2122,0.2504,0.2878,0.3134,0.3199
Py_s048,-2.1252,0.0056,-0.1214,0,-0.0001,-0.0029,-0.0127,-0.028,-0.0408,-0.0444,-0.0444,-0.048,-0.0635,-0.0895,-0.1185,-0.1396,-0.1451
Pz_s048,5.5784,0.1396,0.1141,0,0.0002,0.0048,0.0205,0.0439,0.0626,0.0676,0.0676,0.0726,0.0921,0.1198,0.1454,0.1613,0.1651
EulX_s049,0,0.0486,-0.0518,-0,-0.0002,-0.0037,-0.0143,-0.0273,-0.0358,-0.0378,-0.0378,-0.0391,-0.0443,-0.0503,-0.0526,-0.051,-0.0501
EulY_s049,0,-0.0211,0.027,0,-0.0228,-0.1049,-0.2052,-0.2818,-0.3208,-0.3291,-0.3291,-0.3345,-0.3533,-0.3731,-0.3799,-0.3752,-0.3725
EulZ_s049,0,0.0282,-0.0137,-0,-0.0155,-0.0704,-0.1366,-0.1898,-0.2204,-0.2276,-0.2276,-0.2369,-0.2666,-0.2923,-0.2994,-0.2949,-0.2927
Px_s049,5.3977,0.1576,-0.021,0,0.0094,0.046,0.0989,0.1504,0.1848,0.1934,0.1934,0.2021,0.2356,0.2839,0.3318,0.3644,0.3728
Py_s049,-6.6401,0.1293,-0.1563,0,-0.0001,-0.0017,-0.0072,-0.0158,-0.0229,-0.0249,-0.0249,-0.0269,-0.0356,-0.0497,-0.0644,-0.0745,-0.0771
Pz_s049,-4.7969,0.2201,0.2552,0,0.0001,0.0025,0.0109,0.024,0.0349,0.0379,0.0379,0.041,0.0534,0.0725,0.0923,0.1058,0.1092
EulX_s050,0,0.0358,0.053,-0,-0.0001,-0.0022,-0.0098,-0.021,-0.0296,-0.0318,-0.0318,-0.0334,-0.0403,-0.0506,-0.0589,-0.0624,-0.0629
EulY_s050,0,-0.0186,-0.0271,0,-0.0187,-0.0897,-0.1849,-0.266,-0.3112,-0.3212,-0.3212,-0.3282,-0.3532,-0.3823,-0.4015,-0.4087,-0.4097
EulZ_s050,0,0.0444,0.0074,-0,-0.0102,-0.0499,-0.1073,-0.1628,-0.1987,-0.2075,-0.2075,-0.224,-0.2833,-0.3549,-0.4076,-0.4324,-0.4372
Px_s050,6.445,-0.2609,-0.2702,0,0.0094,0.0461,0.0992,0.1512,0.1858,0.1946,0.1946,0.2033,0.2368,0.2845,0.3306,0.3614,0.3692
Py_s050,-6.144,0.1214,-0.1285,0,-0,-0.0012,-0.0053,-0.0124,-0.0188,-0.0206,-0.0206,-0.0225,-0.0313,-0.0474,-0.0664,-0.0806,-0.0844
